index,Job Title,Rating,Name,City,State,Headquarters,Size,Calculated Size,Founded,Type of ownership,Industry,Sector,Revenue,Calculated_Revenue,Lower_Salary,Upper_Salary,Avg_Salary,company_txt,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
662,Lead Data Analyst,3.9,"Signpost
3.9",New York,NY,"New York, NY",201 - 500 ,Medium,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,86,143,114.5,Novartis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
898,Lead Data Analyst,3.9,"Signpost
3.9",New York,NY,"New York, NY",201 - 500 ,Medium,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,84,146,115,USEReady,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,na,na
893,Senior Data Scientist,5,"SkySync
5.0",Ann Arbor,MI,"Ann Arbor, MI",51 - 200 ,Small,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,39,66,52.5,Teasdale Latin Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
23,Data Scientist,4.3,"SMC 3
4.3",Louisville,KY,"Peachtree City, GA",51 - 200 ,Small,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),< $25 million,38,64,51,QK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
285,Data Scientist,4.3,"SMC 3
4.3",Louisville,KY,"Peachtree City, GA",51 - 200 ,Small,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),< $25 million,90,110,100,Tivity Health,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,sr,na
884,Data Scientist (Warehouse Automation),3.8,"SoftBank Robotics
3.8",San Francisco,CA,"Paris, France",201 - 500 ,Medium,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),$25-$50 million,92,150,121,Novartis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,na
168,Senior Research Scientist - Embedded System Development for DevOps,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,90,153,121.5,Demandbase,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,sr,na
213,Machine Learning Research Scientist,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,43,82,62.5,Santander,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
243,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,93,151,122,Luminar Technologies,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
346,Machine Learning Research Scientist,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,61,109,85,BRMi,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
434,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,42,79,60.5,IntraEdge,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Engineer,na,na
473,"Project Scientist - Auton Lab, Robotics Institute",2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,139,221,180,Zest AI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
645,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,40,101,70.5,Veterans United Home Loans,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Other Scientist,na,na
709,"Project Scientist - Auton Lab, Robotics Institute",2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,84,153,118.5,Peraton,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
816,"Research Scientist, Machine Learning Department",2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,52,81,66.5,"Emtec, Inc.",1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Analyst,na,M
870,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,81,134,107.5,PA Consulting,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,na,na
952,"Project Scientist - Auton Lab, Robotics Institute",2.6,"Software Engineering Institute
2.6",Pittsburgh,PA,"Pittsburgh, PA",501 - 1000 ,Medium,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,< $25 million,97,180,138.5,Praetorian,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Engineer,sr,na
879,Data Scientist,4.3,"Solugenix Corporation
4.3",Phoenix,AZ,"Brea, CA",201 - 500 ,Medium,1969,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$50-$100 million,49,113,81,Advanced BioScience Laboratories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
347,Data Scientist,3.6,"Sotheby's
3.6",New York,NY,"New York, NY",1001 - 5000 ,Large,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),$500 million-$1 billion,44,73,58.5,COUNTRY Financial,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,M
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,"Southwest Research Institute
3.9",San Antonio,TX,"San Antonio, TX",1001 - 5000 ,Large,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),$500 million-$1 billion,75,140,107.5,Echo Global Logistics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9",San Antonio,TX,"San Antonio, TX",1001 - 5000 ,Large,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),$500 million-$1 billion,84,157,120.5,Agios Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9",San Antonio,TX,"San Antonio, TX",1001 - 5000 ,Large,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),$500 million-$1 billion,40,87,63.5,Tapjoy,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,na,na
263,Data Scientist,3.4,"Spectrum Communications and Consulting
3.4",Chicago,IL,"Chicago, IL",51 - 200 ,Small,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),< $25 million,68,139,103.5,Reynolds American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
784,Data Engineer,3.5,"SPINS, LLC
3.5",Chicago,IL,"Chicago, IL",201 - 500 ,Medium,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),$50-$100 million,72,142,107,Mentor Graphics,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,na,na
78,Analytics Consultant,4.4,"SpringML
4.4",Indianapolis,IN,"Pleasanton, CA",Jan-50,Small,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,>$10 billion,39,66,52.5,Teasdale Latin Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
379,Big Data Engineer,4.4,"SpringML
4.4",Indianapolis,IN,"Pleasanton, CA",Jan-50,Small,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,>$10 billion,57,109,83,ICW Group,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Engineer,na,na
399,Data Engineer,4.4,"SpringML
4.4",Herndon,VA,"Pleasanton, CA",Jan-50,Small,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,>$10 billion,121,203,162,Glassdoor,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,sr,na
568,Data Engineer,4.4,"SpringML
4.4",Herndon,VA,"Pleasanton, CA",Jan-50,Small,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,>$10 billion,52,85,68.5,Esri,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Data Scientist,na,M
198,"Risk and Analytics IT, Data Scientist",2.7,"State of Wisconsin Investment Board
2.7",Madison,WI,"Madison, WI",51 - 200 ,Small,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),$50-$100 million,81,140,110.5,Assurant,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,na
300,"Risk and Analytics IT, Data Scientist",2.7,"State of Wisconsin Investment Board
2.7",Madison,WI,"Madison, WI",51 - 200 ,Small,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),$50-$100 million,39,66,52.5,Teasdale Latin Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
156,Machine Learning Engineer,4.3,"Stratagem Group
4.3",Aurora,CO,"Aurora, CO",Jan-50,Small,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,< $25 million,59,116,87.5,Exelixis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
520,Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7",San Francisco,CA,"Los Angeles, CA",51 - 200 ,Small,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),< $25 million,60,101,80.5,PNNL,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,M
781,Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7",San Francisco,CA,"Los Angeles, CA",51 - 200 ,Small,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),< $25 million,31,55,43,GreatAmerica Financial Services,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,na
643,Data Scientist,4,"Strategic Financial Solutions
4.0",New York,NY,"New York, NY",501 - 1000 ,Medium,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,< $25 million,102,178,140,Acceleron Pharma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Director,na,P
868,Data Scientist,4,"Strategic Financial Solutions
4.0",New York,NY,"New York, NY",501 - 1000 ,Medium,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,< $25 million,136,208,172,Pfizer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,na,P
609,Data Analyst,3.1,"Success Academy Charter Schools
3.1",New York,NY,"New York, NY",1001 - 5000 ,Large,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),$100-$500 million,48,85,66.5,AmeriHealth Caritas,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Analyst,sr,M
295,Survey Data Analyst,4.2,"SullivanCotter
4.2",Minneapolis,MN,"Chicago, IL",201 - 500 ,Medium,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,$25-$50 million,71,129,100,Exelixis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
400,Staff Data Engineer,3.8,"Sumo Logic
3.8",Austin,TX,"Redwood City, CA",501 - 1000 ,Medium,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$50-$100 million,66,123,94.5,Strategic Employment Partners,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
566,Staff Data Engineer,3.8,"Sumo Logic
3.8",Austin,TX,"Redwood City, CA",501 - 1000 ,Medium,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$50-$100 million,171,272,221.5,Grand Rounds,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
193,Senior Scientist - Neuroscience,3.5,"Sunovion
3.5",Marlborough,MA,"Marlborough, MA",1001 - 5000 ,Large,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),$1-$2 billion,92,146,119,PNNL,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,sr,M
289,Senior Scientist - Neuroscience,3.5,"Sunovion
3.5",Marlborough,MA,"Marlborough, MA",1001 - 5000 ,Large,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),$1-$2 billion,65,126,95.5,"SPINS, LLC",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
426,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5",Marlborough,MA,"Marlborough, MA",1001 - 5000 ,Large,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),$1-$2 billion,150,239,194.5,Liberty Mutual Insurance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
627,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5",Marlborough,MA,"Marlborough, MA",1001 - 5000 ,Large,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),$1-$2 billion,43,60,51.5,Catholic Health Initiatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
848,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5",Marlborough,MA,"Marlborough, MA",1001 - 5000 ,Large,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),$1-$2 billion,20,35,27.5,FLEETCOR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
397,Market Data Analyst,3.4,"SV Microwave
3.4",West Palm Beach,FL,"West Palm Beach, FL",201 - 500 ,Medium,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),$50-$100 million,118,228,173,DTCC,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,sr,na
565,Market Data Analyst,3.4,"SV Microwave
3.4",West Palm Beach,FL,"West Palm Beach, FL",201 - 500 ,Medium,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),$50-$100 million,39,66,52.5,Teasdale Latin Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
57,Data Scientist,3.7,"Swiss Re
3.7",Armonk,NY,"Zurich, Switzerland",10000+ ,Enterprise,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),>$10 billion,52,91,71.5,Southwest Research Institute,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,na
358,Senior Data Scientist,3.7,"Swiss Re
3.7",Armonk,NY,"Zurich, Switzerland",10000+ ,Enterprise,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),>$10 billion,47,101,74,Reynolds American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
668,Data Scientist,3.7,"Swiss Re
3.7",Armonk,NY,"Zurich, Switzerland",10000+ ,Enterprise,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),>$10 billion,49,76,62.5,Raytheon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
142,Data Analyst,2.3,"Synagro
2.3",Baltimore,MD,"Baltimore, MD",501 - 1000 ,Medium,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),$100-$500 million,43,88,65.5,RTI International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
38,Data Scientist,4.7,"Systems & Technology Research
4.7",Woburn,MA,"Woburn, MA",201 - 500 ,Medium,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),$100-$500 million,61,109,85,DICK'S Sporting Goods - Corporate,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,na,M
572,Data Scientist,4.7,"Systems & Technology Research
4.7",Arlington,VA,"Woburn, MA",201 - 500 ,Medium,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),$100-$500 million,113,182,147.5,AstraZeneca,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,P
288,Data & Analytics Consultant (NYC),4.7,"Systems Evolution Inc.
4.7",New York,NY,"Cincinnati, OH",201 - 500 ,Medium,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),$50-$100 million,124,199,161.5,TRANZACT,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,na,na
14,Data Scientist,3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,58,104,81,Carilion Clinic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
126,Data Scientist,3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,52,93,72.5,United BioSource,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
185,Pricipal Scientist Molecular and cellular biologist,3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,97,181,139,Figure Eight,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"Takeda Pharmaceuticals
3.7",San Diego,CA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,100,173,136.5,Tapjoy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
206,Principal Scientist - Immunologist,3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,58,108,83,DoubleVerify,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,sr,na
210,"Sr. Scientist, Quantitative Translational Sciences",3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,81,161,121,Mitsubishi Electric Research Labs,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Other Scientist,sr,P
273,Pricipal Scientist Molecular and cellular biologist,3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,53,96,74.5,Fareportal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"Takeda Pharmaceuticals
3.7",San Diego,CA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,61,110,85.5,"Rodan and Fields, LLC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
324,Principal Scientist - Immunologist,3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,65,96,80.5,Reynolds American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
335,"Sr. Scientist, Quantitative Translational Sciences",3.7,"Takeda Pharmaceuticals
3.7",Boston,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,115,220,167.5,Mitsubishi Electric Research Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
362,"Data Engineer, Data Engineering and Artifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,71,144,107.5,Software Engineering Institute,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Machine Learning Engineer,na,P
433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,32,57,44.5,DESC,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
644,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,79,136,107.5,Johns Hopkins Health Care,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,sr,M
866,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7",Cambridge,MA,"OSAKA, Japan",10000+ ,Enterprise,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,50,89,69.5,Community Behavioral Health,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,sr,na
233,Staff Machine Learning Engineer,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,68,129,98.5,Western Digital,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist Project Manager,sr,na
414,Staff Machine Learning Engineer,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,48,113,80.5,Advanced BioScience Laboratories,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
537,Senior Data Engineer,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,56,97,76.5,FORMA THERAPEUTICS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
603,Staff Machine Learning Engineer,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,74,124,99,Raytheon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
755,Manager of Data Science,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,68,125,96.5,Agios Pharmaceuticals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist Project Manager,na,na
807,Senior Data Engineer,3.9,"Tapjoy
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),< $25 million,39,67,53,Liberty Mutual Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
242,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4",Hoopeston,IL,"Flower Mound, TX",501 - 1000 ,Medium,1945,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),$100-$500 million,71,135,103,Bridg,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,sr,na
429,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4",Hoopeston,IL,"Flower Mound, TX",501 - 1000 ,Medium,1945,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),$100-$500 million,107,172,139.5,Bill.com,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
633,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4",Hoopeston,IL,"Flower Mound, TX",501 - 1000 ,Medium,1945,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),$100-$500 million,49,85,67,Pacific Northwest National Laboratory,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,na,M
856,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4",Hoopeston,IL,"Flower Mound, TX",501 - 1000 ,Medium,1945,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),$100-$500 million,54,71,62.5,Infosys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
587,Data Scientist,4.8,"TechProjects
4.8",New York,NY,"North Brunswick, NJ",Jan-50,Small,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$50-$100 million,61,123,92,AstraZeneca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
0,Data Scientist,3.8,"Tecolote Research
3.8",Albuquerque,NM,"Goleta, CA",501 - 1000 ,Medium,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),$50-$100 million,47,85,66,AXION Healthcare Solutions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
